Deutsch,Englisch,Kartenart,Kartentyp,Eigenschaft,Typ,Stufe_Rang_Link,ATK,DEF,Anzahl
Diamant-Direwolf ,Diamond Dire Wolf,Monster,Xyz,Erde,Ungeheuer,4,2000,1200,3
Finsteres Element ,Dark Element,Zauber,Normaler Zauber,-,-,-,-,-,3
Instantfusion ,Instant Fusion,Zauber,Normaler Zauber,-,-,-,-,-,4
Hungergift-Fusionsdrache ,Starving Venom Fusion Dragon,Monster,Fusion,Finsternis,Drache,8,2800,2000,2
Schwarzer Drache Kollapschlange ,Black Dragon Collapserpent,Monster,Effekt,Finsternis,Drache,4,1800,1700,4
Chaos Hexer ,Chaos Sorcerer,Monster,Effekt,Finsternis,Hexer,6,2300,2000,1
Vampirkarminsenser ,Vampire Grimson,Monster,Effekt,Finsternis,Zombie,5,2000,1400,2
Gozuki ,Gozuki ,Monster,Effekt,Finsternis,Zombie,4,1700,800,3
Samurai Schädel ,Samurai Skull,Monster,Effekt,Finsternis,Zombie,4,1700,0,2
Zombiemeister,Zombie Master,Monster,Effekt,Finsternis,Zombie,4,1800,0,2
Vampirrevier ,Vampire's Domain,Zauber,Permanenter Zauber,-,-,-,-,-,3
Vampirerwachen ,Vampire Awakening,Falle,Normale Falle,-,-,-,-,-,3
Zombiewelt ,Zombie World,Zauber,Spielfeldzauber,-,-,-,-,-,1
Magischer Knall ,Magical Blast,Zauber,Normaler Zauber,-,-,-,-,-,1
Mauer der Störung ,Wall of Disruption,Falle,Normale Falle,-,-,-,-,-,1
Grabwächters Lauerjäger ,Gravekeeper's Ambusher,Monster,Effekt,Finsternis,Hexer,4,1700,0,3
Erdbeben ,Earthquake,Zauber,Normaler Zauber,-,-,-,-,-,1
Lähmender Trank ,Paralyzing Potion,Zauber,Ausrüstungszauber,-,-,-,-,-,1
"Lyla, Lichtverpflichtete Zauberin ","Lyla, Lightsworn Sorceress",Monster,Effekt,Licht,Hexer,4,1700,200,1
"Ryko, Zwielichtverpflichteter Kämpfer ","Ryko, Twilightsworn Fighter",Monster,Effekt,Finsternis,Ungeheuer,2,200,100,2
Lockendes Licht ,Beckoning Light,Falle,Normale Falle,-,-,-,-,-,2
Grosalamander Sonnenlichtwolf ,Salamangreat Sunlight Wolf,Monster,Link,Feuer,Cyberse,2,1800,-,1
Beschworener Caliga ,Invoked Caliga,Monster,Fusion,Finsternis,Ungeheuer,4,1000,1800,3
Schicksals-HELD - Denier ,Destiny HERO - Denier,Monster,Effekt,Finsternis,Krieger,3,1100,600,1
Beschworener Cocytus ,Invoked Cocytus,Monster,Fusion,Wasser,Drache,6,1800,2900,2
Beschworener Magellanica ,Invoked Magellanica,Monster,Fusion,Erde,Fels,8,3000,3300,2
Schattenpuppen-Fusion ,Shaddoll Fusion,Zauber,Normaler Zauber,-,-,-,-,-,3
El Schattenpuppe Anoyatyllis ,El Shaddoll Anoyatyllis,Monster,Fusion,Wasser,Unterweltler,9,2700,2000,1
El Schattenpuppe Shekhinaga ,El Shaddoll Shekhinaga,Monster,Fusion,Erde,Maschine,10,2600,3000,1
Beschworener Mechaba ,Invoked Mechaba,Monster,Fusion,Licht,Maschine,9,2500,2100,2
Schicksals-HELD - Malicious,Destiny HERO - Malicious,Monster,Effekt,Finsternis,Krieger,6,800,800,2
Harpyien-Flederwisch ,Harpie's Feather Duster,Zauber,Normaler Zauber,-,-,-,-,-,7
Beschworener Raidjin ,Invoked Raidjin,Monster,Fusion,Wind,Krieger,5,2200,2400,1
Beschworener Purgatrio,Invoked Purgatrio,Monster,Fusion,Feuer,Unterweltler,7,2300,2000,2
El Schattenpuppe Apkallone ,El Shaddoll Apkallone,Monster,Fusion,Finsternis,Hexer,6,2500,2000,2
Beschworener Elysium ,Invoked Elysium,Monster,Fusion,Licht,Fee,10,3200,4000,2
El Schattenpuppe Grysta ,El Shaddoll Grysta,Monster,Fusion,Feuer,Fels,7,2450,1950,1
El Schattenpuppe Konstrukt ,El Shaddoll Construct,Monster,Fusion,Licht,Fee,8,2800,2500,1
Grabwächters Falle ,Gravekeeper's Trap,Falle,Permanente Falle,-,-,-,-,-,3
Geheimes Dorf der Hexer ,Secret Village of the Spellcasters,Zauber,Spielfeldzauber,-,-,-,-,-,5
Lichtverpflichtete Barriere ,Lightsworn Barrier,Falle,Permanente Falle,-,-,-,-,-,1
Vampirrotbaron ,Vampire Red Baron,Monster,Effekt,Finsternis,Zombie,6,2400,1000,2
Wiederherstellungszauberer ,Recovery Sorcerer,Monster,Link,Licht,Cyberse,2,1500,-,1
Geisterfleisch ,Ghost Beef,Monster,Pendel,Finsternis,Ungeheuer,7,2000,1000,1
D/D-Gelehrter Kepler ,D/D Savant Kepler,Monster,Pendel,Finsternis,Unterweltler,1,0,0,1
Künstlerzauberer Plüschfeuer ,Performage Plushfire,Monster,Pendel,Feuer,Hexer,4,1000,1000,1
Majespenst Krähe - Yata ,Majespecter Crow - Yata,Monster,Pendel,Wind,Hexer,4,1000,1500,1
Feueritter Veteran ,Igknight Veteran,Monster,Pendel,Feuer,Krieger,6,1300,2700,1
Feueritterin Kavalier ,Igknight Cavalier,Monster,Pendel,Feuer,Krieger,5,2400,1200,1
Künstlerkumpel Trommorilla ,Performapal Drummerilla,Monster,Pendel,Erde,Ungeheuer,5,1600,900,1
Grosalamander-Heiligtum,Salamangreat Sanctuary,Zauber,Spielfeldzauber,-,-,-,-,-,1
Erschütternder Konter ,Jolt Counter,Falle,Konterfalle,-,-,-,-,-,1
Vulkanischer Zertrümmerer ,Volcanic Hammerer,Monster,Effekt,Feuer,Pyro,5,2400,1500,1
Unermüdlicher Boxer Betrugskommissar ,Battlin' Boxer Cheat Commissioner,Monster,Xyz,Feuer,Krieger,3,0,1300,1
Grosalamander-Wiederbelebung ,Salamangreat Revive,Falle,Normale Falle,-,-,-,-,-,1
Metallfisch ,Metal Fish,Monster,Normal,Wasser,Maschine,5,1600,1900,1
Langarmgreifer #2 ,Twin Long Rods #2,Monster,Normal,Wasser,Aqua,3,850,700,1
Flammen fressende Riesenschildkröte,Giant Turtle Who Feeds on Flames,Monster,Normal,Wasser,Aqua,5,1400,1800,1
Wetterbericht ,Weather Report,Monster,Effekt,Wasser,Aqua,4,950,1500,1
Hamburger-Rezept,Hamburger Recipe,Zauber,Ritualzauber,-,-,-,-,-,1
Elektrische Schlange ,Electric Snake,Monster,Effekt,Licht,Donner,3,800,900,1
Feuerkrake ,Fire Kraken,Monster,Normal,Feuer,Aqua,4,1600,1500,1
Minar ,Minar ,Monster,Effekt,Erde,Insekt,3,850,750,1
Riesenkeim,Giant Germ,Monster,Effekt,Finsternis,Unterweltler,2,1000,100,1
Rangsteigerungszauber Schnelles Chaos ,Rank-Up-Magic Quick Chaos,Zauber,Schnellzauber,-,-,-,-,-,1
Frostosaurier ,Frostosaurus,Monster,Normal,Wasser,Dinosaurier,6,2600,1700,2
Marinzessin Marmorierter Stein ,Marincess Marbled Rock,Monster,Link,Wasser,Cyberse,3,2500,-,1
Marinzessin Kristallherz,Marincess Crystal Heart,Monster,Link,Wasser,Cyberse,2,0,-,2
Mementomictlan ,Mementomictlan,Zauber,Spielfeldzauber,-,-,-,-,-,1
Scheußliche losgekettete Seele ,Abominable Unchained Soul,Monster,Effekt,Finsternis,Unterweltler,8,3000,1500,1
Synchro-Übertragung ,Synchro Transmission,Falle,Normale Falle,-,-,-,-,-,7
Mementotlanischer Bruchtanz ,Mementotlan Fracture Dance,Falle,Normale Falle,-,-,-,-,-,1
Magischer Pflanzer ,Magic Planter,Zauber,Normaler Zauber,-,-,-,-,-,1
Vaalmonika-Intonare ,Vaalmonica Intonare,Zauber,Normaler Zauber,-,-,-,-,-,1
Stahlstern-Regler ,Steel Star Regulator,Monster,Link,Licht,Maschine,3,1000,-,4
Angriff annullieren ,Negate Attack,Falle,Konterfalle,-,-,-,-,-,3
Überlastfusion ,Overload Fusion,Zauber,Normaler Zauber,-,-,-,-,-,1
Tal der Toten ,Necrovalley,Zauber,Spielfeldzauber,-,-,-,-,-,4
Der große doppelt besetzte Zauberer ,The Great Double Casted Caster,Monster,Fusion,Licht,Hexer,8,0,2600,1
Pharaonische Wächter-Sphinx,Pharaonic Guardian Sphinx,Monster,Effekt,Erde,Fels,8,2300,3000,2
Magischer Ritter Gaia ,Gaia the Magical Knight,Monster,Effekt,Licht,Krieger,7,2300,2100,1
"Soldat Gaia, zorniger Ritter ",Soldier Gaia The Fierce Knight,Monster,Effekt,Finsternis,Krieger,8,2600,2100,1
Riesige Käferkavallerie Unbesiegbarer Atlas ,Giant Beetrooper Invincible Atlas,Monster,Link,Erde,Insekt,4,3000,-,2
Anführer der Grabwächter ,Gravekeeper's Chief,Monster,Effekt,Finsternis,Hexer,5,1900,1200,1
Grabwächters Hellseher ,Gravekeeper's Visionary,Monster,Effekt,Finsternis,Hexer,8,2000,1800,1
Grabwächters Attentäter,Gravekeeper's Assailant,Monster,Effekt,Finsternis,Hexer,4,1500,1500,2
Ritus des Geistes ,Rite of Spirit,Falle,Normale Falle,-,-,-,-,-,1
Albtraumritter Einhorn ,Knightmare Unicorn,Monster,Link,Finsternis,Unterweltler,3,2200,-,3
Binärer Schwertkämpfer ,Binary Blader,Monster,Link,Erde,Cyberse,2,1800,-,1
V-LAN-Hydra ,V-LAN Hydra ,Monster,Link,Licht,Cyberse,3,1900,-,1
Kodier-Sprecher Invertiert,Code Talker Inverted,Monster,Link,Licht,Cyberse,2,1300,-,4
Proxy-F-Magierin ,Proxy F Magician,Monster,Link,Feuer,Cyberse,2,1400,-,1
Finsternistempler @Ignister ,Dark Templar @Ignister,Monster,Link,Finsternis,Cyberse,3,2300,-,1
Marinzessin Wunderherz ,Marincess Wonder Heart,Monster,Link,Wasser,Cyberse,4,2400,-,1
Geheimnisvoller Extrajoker ,Arcana Extra Joker,Monster,Link,Licht,Krieger,3,2800,-,2
Cyberse-Beschleuniger,Cyberse Accelerator,Monster,Link,Licht,Cyberse,3,2000,-,2
Sonnenavalon-Melias,Sunavalon Melias,Monster,Link,Erde,Pflanze,3,0,-,1
Seraph Papillion ,Seraphim Papillion,Monster,Link,Wind,Insekt,3,2100,-,1
Taotie-Drache ,Taotie Dragon,Monster,Link,Finsternis,Wyrm,3,2500,-,1
Berserker der Tenyi ,Berserker of the Tenyi,Monster,Link,Finsternis,Wyrm,3,3000,-,1
Dhampir-Vampir Sheridan ,Dhampir Vampire Sheridan,Monster,Xyz,Finsternis,Zombie,6,2600,1000,2
Riryoku-Wächter,Riryoku Guardian,Zauber,Normaler Zauber,-,-,-,-,-,2
Beute des Jirai Gumo ,Prey of the Jirai Gumo,Falle,Permanente Falle,-,-,-,-,-,1
Misairuzame,Misairuzame,Monster,Normal,Wasser,Fisch,5,1400,1600,1
Kalliberlade-Wilddrache ,Borreload Savage Dragon,Monster,Synchro,Finsternis,Drache,8,3000,2500,2
Ältestes Wesen N'tss ,Elder Entity N'tss,Monster,Fusion,Licht,Fee,4,2500,1200,2
"Selene, Königin der Meistermagier ","Selene, Queen of the Master Magicians",Monster,Link,Licht,Hexer,3,1850,-,5
Blauäugiger Abgrunddrache,Blue-Eyes Abyss Dragon,Monster,Effekt,Licht,Drache,8,2500,2500,6
Dimensionsverschieber ,Dimension Shifter,Monster,Effekt,Finsternis,Hexer,6,1200,2200,6
Miniaturwelt ,Small World,Zauber,Normaler Zauber,-,-,-,-,-,2
Gerümpelraser,Junk Speeder,Monster,Synchro,Wind,Krieger,5,1800,1000,2
Wynn die Windkanalisiererin ,Wynn the Wind Channeler,Monster,Effekt,Wind,Hexer,5,1850,1500,4
Topf der Extravaganz ,Pot of Extravagance,Zauber,Normaler Zauber,-,-,-,-,-,8
Fremdenführerin aus der Unterwelt ,Tour Guide From the Underworld,Monster,Effekt,Finsternis,Unterweltler,3,1000,600,2
Lava-Golem ,Lava Golem,Monster,Effekt,Feuer,Unterweltler,8,3000,2500,2
Eldlich der goldene Lord ,Eldlich the Golden Lord,Monster,Effekt,Licht,Zombie,10,2500,2800,3
Beschwörungslimit ,Summon Limit,Falle,Permanente Falle,-,-,-,-,-,3
Dekodier-Sprecher Heißseele ,Decode Talker Heatsoul,Monster,Link,Feuer,Cyberse,3,2300,-,2
Antiker Feendrache ,Ancient Fairy Dragon,Monster,Synchro,Licht,Drache,7,2100,3000,4
Blumenbaronin,Baronne de Fleur,Monster,Synchro,Wind,Krieger,10,3000,2400,2
"Artemis, Magistus-Mondmaid ","Artemis, the Magistus Moon Maiden",Monster,Link,Licht,Hexer,1,800,-,3
"Cherubini, schwarzer Engel des Brennenden Abgrunds","Cherubini, Ebon Angel of the Burning Abyss",Monster,Link,Finsternis,Fee,2,500,-,3
Der geflügelte Drache von Ra - Kugelmodus ,The Winged Dragon of Ra - Sphere Mode,Monster,Effekt,Göttlich,Göttliches Ungeheuer,10,?,?,3
Schwarzflügel - Simoon der Toxinwind,Blackwing - Simoon the Poison Wind,Monster,Effekt,Finsternis,Geflügeltes Ungeheuer,6,1600,2000,6
Einzelfeuerblüte ,Lonefire Blossom,Monster,Effekt,Feuer,Pflanze,3,500,1400,4
Revolte der Sta-Brigade ,Tri-Brigade Revolt,Falle,Normale Falle,-,-,-,-,-,3
Visions-HELD Faris ,Vision HERO Faris,Monster,Effekt,Finsternis,Krieger,5,1600,1800,1
Magiebuch des Urteils ,Spellbook of Judgment,Zauber,Schnellzauber,-,-,-,-,-,2
Maskierter HELD Dunkles Gesetz,Masked HERO Dark Law,Monster,Fusion,Finsternis,Krieger,6,2400,1800,3
Galaxieaugen-Körperpanzer-Photonendrache ,Galaxy-Eyes Full Armor Photon Dragon,Monster,Xyz,Licht,Drache,8,4000,3500,2
Schlägerdrache ,Striker Dragon,Monster,Link,Finsternis,Drache,1,1000,-,2
Herold des Bogenlichts ,Herald of the Arc Light,Monster,Synchro,Licht,Fee,4,600,1000,2
Topf der Begierden ,Pot of Desires,Zauber,Normaler Zauber,-,-,-,-,-,3
Dogmatika-Bestrafung ,Dogmatika Punishment,Falle,Normale Falle,-,-,-,-,-,4
Kontrollpunkt ,Warning Point,Falle,Normale Falle,-,-,-,-,-,3
Zurück an die Front ,Back to the Front,Falle,Normale Falle,-,-,-,-,-,4
Nekrofusion ,Necro Fusion,Falle,Normale Falle,-,-,-,-,-,3
Schreie der Markierten ,Screams of the Branded,Falle,Normale Falle,-,-,-,-,-,3
Richten der Markierten ,Judgment of the Branded,Falle,Normale Falle,-,-,-,-,-,3
Vom Grab gerufen ,Called by the Grave,Zauber,Schnellzauber,-,-,-,-,-,12
Fusionsersatz ,Fusion Substitute,Zauber,Normaler Zauber,-,-,-,-,-,3
Fusionsrecyclinganlage ,Fusion Recycling Plant,Zauber,Spielfeldzauber,-,-,-,-,-,3
Fusionstor ,Fusion Gate,Zauber,Spielfeldzauber,-,-,-,-,-,3
Markierte Verbindung ,Branded Bond,Zauber,Normaler Zauber,-,-,-,-,-,3
Markierter Verlust,Branded Lost,Zauber,Permanenter Zauber,-,-,-,-,-,6
Omni-Drache Brotaur ,Omni Dragon Brotaur,Monster,Effekt,Finsternis,Drache,1,0,0,3
Beschwörermönch ,Summoner Monk,Monster,Effekt,Finsternis,Hexer,4,800,1600,4
Sternenvasall Seyfert ,Starliege Seyfert,Monster,Effekt,Licht,Drache,4,1800,0,5
Weißer Drache Lindwurmstrahl ,White Dragon Wyverburster,Monster,Effekt,Licht,Drache,4,1700,1800,3
Artefakt Sense ,Artifact Scythe,Monster,Effekt,Licht,Fee,5,2200,900,2
Chaosdrache Levianier ,Chaos Dragon Levianeer,Monster,Effekt,Finsternis,Drache,8,3000,0,3
Rotäugiger finsterer Metalldrache ,Red-Eyes Darkness Metal Dragon,Monster,Effekt,Finsternis,Drache,10,2800,2400,3
"Dogmatika Fleurdelis, die Ritterliche ","Dogmatika Fleurdelis, the Knighted",Monster,Effekt,Licht,Hexer,8,2500,2500,6
Markierte Vergeltung ,Branded Retribution,Falle,Konterfalle,-,-,-,-,-,6
Markiertes Schwert,Branded Sword,Falle,Normale Falle,-,-,-,-,-,6
Den Drachen wecken ,Waking the Dragon,Falle,Normale Falle,-,-,-,-,-,3
Weiß markiert,Branded in White,Zauber,Normaler Zauber,-,-,-,-,-,6
Die goldene Schwertseele ,The Golden Swordsoul,Monster,Effekt,Licht,Hexer,4,1800,1500,3
Zeitdieb Wiederholer ,Time Thief Redoer,Monster,Xyz,Finsternis,Psi,4,2400,2000,2
Chaos-Raum ,Chaos Space,Zauber,Normaler Zauber,-,-,-,-,-,1
Harpyien-Federsturm ,Harpie's Feather Storm,Falle,Normale Falle,-,-,-,-,-,5
Altergeist Melusuche ,Altergeist Meluseek,Monster,Effekt,Wasser,Hexer,1,500,300,1
Paläozoischer Dinomischus ,Paleozoic Dinomischus,Falle,Normale Falle,-,-,-,-,-,4
Zu voller Größe wachsen ,Rise to Full Height,Falle,Normale Falle,-,-,-,-,-,3
Nest der Nadelkäfer ,Needlebug Nest,Falle,Normale Falle,-,-,-,-,-,3
Paläozoischer Marrella ,Paleozoic Marrella,Falle,Normale Falle,-,-,-,-,-,3
Sprind der Eisenspurt-Drache ,Sprind the Irondash Dragon,Monster,Fusion,Finsternis,Maschine,8,2500,2000,11
Titaniklad der Aschendrache ,Titaniklad the Ash Dragon,Monster,Fusion,Finsternis,Drache,8,2500,2000,6
Brigrand der Ruhmdrache ,Brigrand the Glory Dragon,Monster,Fusion,Finsternis,Ungeheuer,8,2500,2000,6
Lubellion der sengende Drache ,Lubellion the Searing Dragon,Monster,Fusion,Licht,Drache,8,2500,3000,6
Sta-Brigade Mercourier,Tri-Brigade Mercourier,Monster,Effekt,Finsternis,Geflügeltes Ungeheuer,4,800,0,6
Gefallener von Albaz,Fallen of Albaz,Monster,Effekt,Finsternis,Drache,4,1800,0,8
Reeschattenpuppe Wendi ,Reeshaddoll Wendi,Monster,Effekt,Wind,Psi,3,1500,1000,3
Beschworener Augoeides ,Invoked Augoeides,Monster,Fusion,Licht,Fee,8,2000,2800,2
Spiegeljade der Eisklingen-Drache ,Mirrorjade the Iceblade Dragon,Monster,Fusion,Finsternis,Wyrm,8,3000,2500,6
Raubpflanze Drachostapelia ,Predaplant Dragostapelia,Monster,Fusion,Finsternis,Pflanze,8,2700,1900,2
Albion der markierte Drache ,Albion the Branded Dragon,Monster,Fusion,Finsternis,Drache,8,2500,2000,6
Schlammdrache des Sumpfes ,Mudragon of the Swamp,Monster,Fusion,Wasser,Wyrm,4,1900,1600,2
Springans Kitt ,Springans Kitt,Monster,Effekt,Finsternis,Ungeheuer,4,1700,1000,6
Hüter der Drachenmagie,Keeper of Dragon Magic,Monster,Effekt,Finsternis,Drache,4,1800,1300,6
"Dogmatika Ecclesia, die Tugendhafte ","Dogmatika Ecclesia, the Virtuous",Monster,Effekt,Licht,Hexer,4,1500,1500,6
"Dogoran, der Kaiju der verrückten Flamme ","Dogoran, the Mad Flame Kaiju",Monster,Effekt,Feuer,Dinosaurier,8,3000,1200,4
Coachkönig Riesentrainer,Coach King Giantrainer,Monster,Xyz,Feuer,Krieger,8,2800,2000,3
Finsterer Wächter ,Dark Guardian,Monster,Effekt,Finsternis,Krieger,12,3800,3800,1
Magier der Versprechen und der Einheit,Magicians of Bonds and Unity,Monster,Effekt,Licht,Hexer,8,2500,2500,1
Erleuchtungsdrache ,Enlightenment Dragon,Monster,Fusion,Licht,Drache,10,3000,3000,4
"Weiss, Lichtverpflichtete Erzunterweltlerin","Weiss, Lightsworn Archfiend",Monster,Effekt,Licht,Unterweltler,4,0,1700,6
Lichtverpflichtete Aigis ,Lightsworn Aegis,Falle,Normale Falle,-,-,-,-,-,4
Fallentrick ,Trap Trick,Falle,Normale Falle,-,-,-,-,-,3
Arias die Labrynth-Butlerin ,Arias the Labrynth Butler,Monster,Effekt,Finsternis,Unterweltler,6,1500,2500,3
Orcust Blechbombarde ,Orcust Brass Bombard,Monster,Effekt,Finsternis,Maschine,1,500,1900,3
Aschenblüte & Freudiger Frühling ,Ash Blossom & Joyous Spring,Monster,Effekt,Feuer,Zombie,3,0,1800,19
Orcustrion ,Orcustrion,Monster,Link,Finsternis,Maschine,4,3000,-,2
Zwillings-Twister,Twin Twisters,Zauber,Schnellzauber,-,-,-,-,-,2
Kein Dunkler Herrscher mehr ,Dark Ruler No More,Zauber,Normaler Zauber,-,-,-,-,-,9
Orcustrierter Einsatz ,Orcustrated Einsatz,Zauber,Permanenter Zauber,-,-,-,-,-,1
Mudora das Schwertorakel ,Mudora the Sword Oracle,Monster,Effekt,Erde,Fee,4,1500,1800,3
Gedankengang ,Reasoning,Zauber,Normaler Zauber,-,-,-,-,-,1
Dunkel-Aufrichtig ,Dark Honest,Monster,Effekt,Finsternis,Fee,4,1100,1900,2
Orcust-Crescendo ,Orcust Crescendo,Falle,Konterfalle,-,-,-,-,-,3
Orcust Beckenskelett,Orcust Cymbal Skeleton,Monster,Effekt,Finsternis,Maschine,3,1200,1500,4
"Donnerkönig, der Blitzschlag-Kaiju ","Thunder King, the Lightningstrike Kaiju",Monster,Effekt,Licht,Donner,9,3300,2100,3
Kauz & Schlossvogel ,Droll & Lock Bird,Monster,Effekt,Wind,Hexer,1,0,0,5
Keldo die heilige Beschützerin ,Keldo the Sacred Protector,Monster,Effekt,Erde,Fee,4,1200,1600,1
Weltvermächtnis - „Weltstab“,"World Legacy - ""World Wand""",Monster,Effekt,Finsternis,Maschine,8,500,2500,3
Die entlegensten tiefsten Tiefen ,"The Most Distant, Deepest Depths",Zauber,Spielfeldzauber,-,-,-,-,-,2
Ghoti-Kette ,Ghoti Chain,Falle,Normale Falle,-,-,-,-,-,3
"Eanoc, Wachposten des Ghoti ","Eanoc, Sentry of the Ghoti",Monster,Effekt,Wasser,Fisch,6,2100,0,3
Spiralschlange ,Spiral Serpent,Monster,Normal,Wasser,Seeschlange,8,2900,2900,1
"Askaan, der zweihörnige Ghoti ","Askaan, the Bicorned Ghoti",Monster,Synchro,Wasser,Fisch,8,2700,0,1
Wutanfall des Tyrannen ,Tyrant's Tantrum,Falle,Permanente Falle,-,-,-,-,-,1
Erdgebundener Unsterblicher Wiraqocha Rasca ,Earthbound Immortal Wiraqocha Rasca,Monster,Effekt,Finsternis,Geflügeltes Ungeheuer,10,100,100,3
Erdgebundener Unsterblicher Uru ,Earthbound Immortal Uru,Monster,Effekt,Finsternis,Insekt,10,3000,3000,3
Erdgebundener größerer Hohepriester ,Earthbound Greater Linewalker,Monster,Effekt,Finsternis,Unterweltler,8,2900,2900,2
Erdgebundener Unsterblicher Ccarayhua,Earthbound Immortal Ccarayhua,Monster,Effekt,Finsternis,Reptil,10,2800,1800,2
Erdgebundener Unsterblicher Chacu Challhua ,Earthbound Immortal Chacu Challhua,Monster,Effekt,Finsternis,Fisch,10,2900,2400,1
Erdgebundener Unsterblicher Cusillu,Earthbound Immortal Cusillu,Monster,Effekt,Finsternis,Ungeheuer,10,2800,2400,1
Erdgebundener Hohepriester ,Earthbound Linewalker,Monster,Effekt,Finsternis,Unterweltler,4,1200,1900,3
Erdgebundene Geoglyphe,Earthbound Geoglyph,Zauber,Spielfeldzauber,-,-,-,-,-,1
Erdgebundener Unsterblicher wiederbelebt ,Earthbound Immortal Revival,Zauber,Normaler Zauber,-,-,-,-,-,1
Erdgebundener Wirbelwind ,Earthbound Whirlwind,Zauber,Normaler Zauber,-,-,-,-,-,1
Gebrüll des Erdgebundenen,Roar of the Earthbound Immortal,Falle,Permanente Falle,-,-,-,-,-,3
Erdgebundene Welle ,Earthbound Wave,Falle,Konterfalle,-,-,-,-,-,2
Opfer für die Unsterblichen,Offering to the Immortals,Falle,Normale Falle,-,-,-,-,-,3
Auferstehung der Unsterblichen,Revival of the Immortals,Falle,Normale Falle,-,-,-,-,-,2
Ultimativer erdgebundener Unsterblicher,Ultimate Earthbound Immortal,Falle,Permanente Falle,-,-,-,-,-,3
Ecclesia die Verbannte,Ecclesia the Exiled,Monster,Spielmarke,,,,,,3
Aluber der Dogmatische,Aluber the Dogmatic,Monster,Spielmarke,,,,,,3
Die tugendhaften Jungfrauen,The Virtuous Vestals,Monster,Spielmarke,,,,,,3
Sta-Brigade,Tri-Brigade,Monster,Spielmarke,,,,,,3
Albaz der Verschleierte,Albaz the Shrouded,Monster,Spielmarke,,,,,,3
Urteilsdrache,Judgment Dragon,Monster,Effekt,Licht,Drache,8,3000,2600,3
Tränenklagen-Sudelkreisch,Tearlaments Sulliek,Falle,Permanente Falle,-,-,-,-,-,3
Visas Starfrost ,Visas Starfrost,Monster,Effekt,Licht,Krieger,6,2100,1500,1
"Radian, der Kaiju der Multidimensionalität ","Radian, the Multidimensional Kaiju",Monster,Effekt,Finsternis,Unterweltler,7,2800,2500,4
Bestienkönig der Sümpfe ,Beastking of the Swamps,Monster,Effekt,Wasser,Aqua,4,1000,1100,3
Törichte Begräbnisbeigaben,Foolish Burial Goods,Zauber,Normaler Zauber,-,-,-,-,-,6
Tränenklage Kashtira,Tearlaments Kashtira,Monster,Effekt,Wasser,Psi,7,2300,1200,3
Tränenklage Reinoheart,Tearlaments Reinoheart,Monster,Effekt,Wasser,Krieger,4,1500,2100,3
Helschattenpuppe Leer,Helshaddoll Hollow,Monster,Effekt,Feuer,Unterweltler,9,2900,2900,1
Angriff der Lichtbrigade,Charge of the Light Brigade,Zauber,Normaler Zauber,-,-,-,-,-,3
Urplanet Perlereino,Primeval Planet Perlereino,Zauber,Spielfeldzauber,-,-,-,-,-,6
Landformen,Terraforming,Zauber,Normaler Zauber,-,-,-,-,-,6
Tränenklagen-Schrei ,Tearlaments Scream,Zauber,Permanenter Zauber,-,-,-,-,-,3
Tränenklage Merrli,Tearlaments Merrli,Monster,Effekt,Finsternis,Aqua,2,800,2000,2
Tränenklage Havnis,Tearlaments Havnis,Monster,Effekt,Finsternis,Aqua,3,1600,1000,2
Trivikarma,Trivikarma,Falle,Normale Falle,-,-,-,-,-,3
Tränenklagen-Metalärm,Tearlaments Metanoise,Falle,Normale Falle,-,-,-,-,-,1
Tränenklage Scheiren ,Tearlaments Scheiren,Monster,Effekt,Finsternis,Aqua,4,1800,1300,2
"Felis, Lichtverpflichteter Bogenschütze","Felis, Lightsworn Archer",Monster,Effekt,Licht,Ungeheuer-Krieger,4,1100,2000,3
Lichtverpflichteter Drachenling,Lightsworn Dragonling,Monster,Effekt,Licht,Drache,4,1500,1300,3
"Wulf, Lichtverpflichtetes Ungeheuer","Wulf, Lightsworn Beast",Monster,Effekt,Licht,Ungeheuer-Krieger,4,2100,300,3
Tränenklagen-Perlegia ,Tearlaments Perlegia,Zauber,Spielfeldzauber,-,-,-,-,-,3
Tränenklagen-Gram ,Tearlaments Grief,Zauber,Normaler Zauber,-,-,-,-,-,2
Regenbogen-Kuriboh,Rainbow Kuriboh,Monster,Effekt,Licht,Unterweltler,1,100,100,1
"Ryko, Lichtverpflichteter Jäger","Ryko, Lightsworn Hunter",Monster,Effekt,Licht,Ungeheuer,2,200,100,2
Solarwiederaufladung,Solar Recharge,Zauber,Normaler Zauber,-,-,-,-,-,3
Galaxiezyklon,Galaxy Cyclone,Zauber,Normaler Zauber,-,-,-,-,-,2
König des Sumpfes,King of the Swamp,Monster,Effekt,Wasser,Aqua,3,500,1100,3
Schattenpuppe Ungeheuer,Shaddoll Beast,Monster,Effekt,Finsternis,Hexer,5,2200,1700,1
Tränenklagen-Herzschlag,Tearlaments Heartbeat,Zauber,Schnellzauber,-,-,-,-,-,1
Schattenpuppe Squamata,Shaddoll Squamata,Monster,Effekt,Finsternis,Hexer,4,1800,1000,1
"Michael, der Erz-Lichtverpflichtete","Michael, the Arch-Lightsworn",Monster,Synchro,Licht,Drache,7,2600,2000,1
Todeswache,Necro Gardna,Monster,Effekt,Finsternis,Krieger,3,600,1300,1
